word,bo,sk,sva,pl,la,ar,tg,ml,krl,fa,hi,en,za,is,uk,ps,sa,id,ta,tcy,ca,da,vi,af,yea,ms,ko,kru,lt,ja,ug,gv,gon,nn,de,nl,lb,az,te,ku,ro,pt,gdb,km,bg,vro,tl,br,et,hu,oc,hy,se,mt,kxv,vep,kfe,gl,ba,sv,bfq,xmf,ur,kfa,kff,kfb,mn,th,lo,my,pci,lv,it,fi,brh,fo,bn,be,ru,mk,cs,he,fr,liv,cy,ga,sq,gd,xub,ka,tr,ny,zu,sl,kn,es,el,vot,yi,fy,tcx,lzz,mjt,as
father,,ˈɔcɛt͡s,mu,ˈɔj.t͡ɕɛt͡s,ˈpa.ter,ʔab,,,ˈtuɑto,pʰeˈd̪æɾ,pɪ.t̪ɑː,ˈfɑː.ðə(ɹ),,ˈfaːðɪr,ˈbɑtʲkɔ,,pi.t̪ŕ̩,bapa,,,ˈpa.ɾə,,ʔɓaː˧˧,fɑːdər,,bapə,a̠bʌ̹d͡ʑi,,ˈtʲeːvɐs,ototosama,dɑdɑ,ˈeːar,,,ˈfaːtɐ,ˈvaː.dər,pɑp,ɑˈtɑ,,,ˈta.tə,paj,,ýubuk,bɐˈʃta,ˈesːæ,,ˈtɑːt,ˈisɑ,ˈɒpɒ,ˈpajɾe,hɑjɾ,ˈaːhːt͡ʃiː,,,ˈtɑt,,,ɑˈtɑj,,,mumä,pət̪ɑː,,,,,pʰɔː˥˩,pʰɔː˦,ʔəpʰè,,tǣːws,ˈpa.dre,ˈisæ,,ˈfɛaːjɪɹ,abba,ˈbat͡sʲka,ɐˈtʲet͡s,,ˈotɛt͡s,(ʔ)av,pɛʁ,ˈizɑː,taːd,ˈahəɾʲ,baba,ˈahəɾʲ,,mämä,bɑˈbɑ,ˈɓa.ᵐbo,úɓaːɓá,ˈɔ̀ːtʃɛ,,ˈpadɾe,paˈteras,ˈisæ,ˈfɔtəʁ,hai̯t,,bäbä,,dɛʊ.ta
river,,ˈri̯ɛka,tʃʼälæ,ˈʐɛ.ka,ˈfluː.men,nahr,rɵd,,ˈjogi,ɾuːd̪,nədiː,ˈɹɪvə,ta˧,fljouːt,rʲiˈkɑ,siŋd̪,n̪ɐ.d̪íː,,,,ˈriw,,səwŋ͡m˧˧,rəˈfiːr,,suŋai̯,ka̠ŋ,,ˈʊpʲeː,kapa,,aunʲ,,,flʊs,riːˈviːr,flos,,,ˈt͡ʃɛm,rɨw,ˈʁi.u,,dn̥le,rɛˈkɤ,ˈjɤki,,ˈstɛːr,ˈjɤgi,ˈfojoː,ˈrriw,ɡɛt,ˈjohka,ˈʃmɐːrɐ,,ˈjogi,,ˈri.o̝,jɯ̞ɫˈʁɑ,fluːd,,mältsʼqʼäri,nədiː,,,,,mɛː˥˩.naːm˦˥,mɛː˧˧ nam˥˧,mjɪʔ,,,ˈfju.me,ˈjoki,,ɔaː,nod̪i,raˈka,rʲɪˈka,,ˈr̝ɛka,naˈhaʁ,flœv,ˈjoug,ˈavɔn,əunʲ,,,,mdinärɛ,,mˈt͡sí.ⁿd͡ʒe,uḿ̩fuːla,ˈrèːka,,ˈri.o̞,,ˈʝɤgi,,,,ɔrubä,,noɪ
swell,,,liʃiɛ,ˈpux.nɔɲt͡ɕ,in.tuˈmeːs.koː,,,,ˈpɑisuo,,,swɛl,,,,,,,,,imˈflaɾ.sə,,sɨŋ˧˧,,,,pupʰuɭda̠,,,,,,,,ˈʃvɛlən,ˈzʋɛlə(n),,,,,,ĩ.ˈʃa(ɹ),,,,ˈpːɑisːtːumɑ,,,ˈpɑisumɑ,ˈdɒɡɒd,,uˈrɛl,,,,ˈpuhlotɑ,,,,,,mbäruä,,,,,,bua̯m˧,,,,,,ˈpɑisuɑ,,ˈpœlna,,,rəzdʊˈvat͡sːə,,,,ɡɔ̃.fle,ˈpɑist̪ɨ,,,,,,ʃɛʃupʼɛbä,,,,,,,ˈpɾizome,ˈpɑisːuɑ,,,,ɔbäru,,pʰu.la
and,*daŋ,,i,i,et,waːw,,,ˈtɑ,o,ɔːɾ,ænd,ɕau˧˥,ɔːɣ,ˈi,aw,t͡ɕɐ,dan,,,ˈi,ˈɒw,vaː˨˩,ɛn,,dan,wa̠,,,to̞,,,,oː,ʊnt,ɛn,an,,,ˈuː,ʃi,ˈɛ,,nẏṅ,i,ˈjɑ,at,,ˈjɑ,ˈeːʃ,,ɛv,ˈja,,,ˈdɑ,,,hæm,ɔ,,dɔ,,,,,,lɛʔ˦˥,lɛʔ˦,nɛ̰,,ùn,e,ˈjɑ,,oː,,i,i,i,a,,e,ˈjɑ,,ˈɑɡəsˠ,ðɛ,,,dä,ve,,nʱa,in,,ʝ,ce̞,ˈʝɑ,ʊn,ɛn,,dɔ,,a.ɹu
bone,,ˈkɔsc,dʒidʒw,kɔɕt͡ɕ,oːs,ʕaðˁm,ustuxɔːn,ellə,ˈluː,ostoxɒn,ɦəɖ.ɖiː,boʊn,,ˈpeiːn,,,ɐ́s̪.t̪ʰi,,elumbə,ellə,ˈɔs,knɔɡlə,sɨəŋ˧˧,,mu:ɭe,tulaŋ,,kʰotʃol,ˈkä̂ˑʊ̯ɫɐs̪,pone,,kreːw,bokka,bæɪn,ˈknɔχn,beːn,ʃɑŋk,syˈmyk,jemuka,,os,ˈo.su,tukud,c̥ʰʾẏṅ,kɔst,ˈluː,,ˈas.kɔrn,ˈluː,ˈt͡ʃont,ˈɔs,vɔsˈkɔɾ,ˈtaːkːtiː,ˈaˁːdmɐ,,ˈlu,jeluʋə,ˈɔso̝,hʏ̞.ˈjæk,ˈbeːn,ilə,dzväli,,mu:ɭe,bu:la:,bokka,,kra˨˩.duːk̚˨˩,,ʔəjó,būla,,ˈɔsso,ˈluː,aɖɖə,bain,,kosʲt͡sʲ,kosʲtʲ,,kost,ˈʕɛsˀɛm,ɔs,ˈluː,,knɑːvʲ,,,jaləʋə,dzväli,ceˈmic,ˈfú.pa,îːtʰâːmbo,ˈkóːst,jelubu,ˈweso,o̞ˈsto̞,ˈluː,,,elf,qʼvili,o:tʃuldi:,
sew,,,liʃχbi,ʂɨt͡ɕ,ˈsu.oː,xajtˁ,,,ˈomːelːɑ,,,səʊ,,ˈsøyːma,,,,,,,kuˈzi,syː,xəw˧˧,,,,ˈkiːp̚t͈a̠,,ˈsʲuːtʲɪ,nupu,,,,,ˈnɛːən,ˈnaːjə(n),ˈbitsen,,,,,,,,ˈʃijə,ˈumplɤmɑ,,,ˈɤmblemɑ,ˈvɒrː,,kɑˈɾɛl,,,,ˈombeltɑ,,,,,,tʃʼälä,,,,,,jep̚˦˥,,t͡ɕʰoʊʔ,,ʃūːt,kuˈtʃire,ˈomːelːɑ,,,,ʂɨt͡sʲ,ʂɨtʲ,,,taˈfar,kudʁ,ˈumblɨ,,,,,,kʼɛrvä,,,,,,ko.ˈser,,ˈɤmːɤɑ,,,,ɔtʃʼu,,xia
sing,,,liʁräl,ˈɕpʲɛ.vat͡ɕ,ˈka.noː,,,,ˈlɑuluɑ,sʊɾuːˈd̪æn,ˈɡɑː.nɑː,sɪŋ,,ˈsiɲca,sʲpʲiˈu̯ɑte,,,,,,kənˈta,sønɡə,haːt̚˧˦,səŋ,,,no̞ɾe̞ɦa̠da̠,,dɐjˈnuɔtʲɪ,ɯ̟ᵝta̠ɯ̟ᵝ,,,,²sʏŋːjɑ,ˈzɪŋən,ˈzɪ.ŋə(n),ˈzɑŋən,oχumaχ,,,kɨnˈta,kɐ̃ˈtaɾ,,c̥riaṅ,ˈpɛjə,ˈlɑulmɑ,,,ˈlɑulmɑ,ˈeːnɛkɛl,,jɛɾˈkʰɛl,ˈlaːvːluːh(t),ˈkɐntɐ,,ˈlɑuldɑ,,,,,,birä,ɡaˈna,,,,,kʰap̚˨˩.rɔːŋ˦˥,,θət͡ɕʰɪ́ɴ,,dziɛ̂dâːt,kanˈtaːre,ˈlɑulɑː,,,,,pʲetʲ,,ˈspiːvat,,ʃɑ̃.te,ˈloulɨ,ˈkanɨ̞,kanˠ,kənˈdɔj,,,mʁɛrä,,,,ˈpɛ̀ːti,,kanˈtaɾ,,ˈlɑuluɑ,ˈzɪn.ɡn̩,,,ɔbiru,,ɡʊa
hunt,,,litʰχwær,pɔˈlɔ.vat͡ɕ,ˈweː.nor,isˁ.tˁaː.da,,,ˈmetʃːæstyæ,,,hʌnt,,ˈveiːða,,,,,,,kəˈsa,ˈjaːɡə,san˧˧ ʔɓan˧˦,,,,sʰa̠ɲja̠ŋɦa̠da̠,,mʲɛˈdʲʒʲotʲɪ,ka̠ɾɯ̟ᵝ,,,,,ˈjaːɡən,ˈjaːɣə(n),ˈjo.en,,,,,kɐ.ˈsaɾ,,prpāñ´,,ˈjɑhtːmɑ,,,ˈkytːimɑ,ˈvɒdaːsik,,vɔɾˈsɑl,,,,ˈmetsɑtɑ,,,,ˈjɑːˌɡa,,nädiruä,,,,,,,,ʔəmɛ́laɪʔ,,,katˈtʃare,ˈmetsæstæː,,,,palʲaˈvat͡sʲ,ɐˈxotʲɪt͡sə,,ˈlovɪt,,ʃa.se,ˈjɑkt̪ɨ,,ˈʃɛlʲɪɟ,,ˈʃaɫ̪ak,,nädirɔbä,,,,lɔˈʋiːti,,kaˈθaɾ,,ˈpyːtæː,,,,äbdʒɔbä,,si.kaɹ kɔ.ɹa
right,,,lɛrsgwɛn,ˈpra.vɔ,,ħaq.qa,,,ˈoikie,,ə.d̪ʱɪ.kɑːɾ,ˈɹaɪt,keːn˧˩ li˧˥,ˈrjɛhtɪntɪ,,,,haʔ,,,ˈdɾət,rɛt,kwiən˨˩ ləːj˧˨ʔ,,,,kwʌ̹ɭʎi,,,,,,,rɛtː,ʁɛçt,rɛxt,,hyˈɡuɡ,,,drept,d͡ʒiˈɾejtu,,,,ˈhyæ,ka.ɾa.pa.ˈtan,,ˈpɑrem,ˈjoɡ,,iɾɑˈvuŋkʰ,,,,ˈoiged,,,χʊ̞.ˈquq,,,märdzgväni,,,,,irx,sit̚˨˩.tʰiʔ˦˥,,ʔəkʰwɪ̰ɴ,,,,ˈoikeɑ,,,,ˈprava,ˈpravə,,ˈpraːvo,,dʁwɑ,ˈjɨvɑː,hau̯l,,,,,märdʒvɛnä,hɑk,,,praˈʋìːtsa,,deˈɾet͡ʃo,ðiˈceoma,ˈɤikɤɑ,,,,mädzgväni,,
correct,,,mɛgu,pra.vʲiˈdwɔ.vɨ,,sˁa.ħiːħ,,,ˈoikie,doˈɾos(t),sə.ɦiː,kəˈɹɛkt,,ˈrjɛht,,,,tə.pat,,,koˈrɛk.tə,,ʔɗʊwŋ͡m˧˦,,,bə.na(r),o̞ɭtʰa̠,,,,,,,,kɔˈʁɛkt,,,,,,koˈrekt,ku.ˈʁɛ.tu,,,ˈvɛrɛn,ˈɤikɤ,,,ˈɤige,ˈhibaːtlɒn,,t͡ʃiʃt,,,,ˈoiged,,,dʏ̞ˈrʏ̞θ,,,tʰinu,səɦiː,,,,,tʰuːk̚˨˩,kɛ᷈ː,m̥àɴ,,paɾɛ̄īs,korˈrɛtto,ˈoikeɑ,,,,praˈvʲilʲnɨ,ˈpravʲɪlʲnɨj,,ˈspraːvniː,,kɔʁɛkt,ˈɨigi,ˈkəu̯ɪr,,,,,stsʼɔri,,,,praˈʋíːlən,,koˈreɡto,so̞ˈsto̞s,ˈɤikɤɑ,,,,mtʰini,,xu.dʱɔ
horn,,ˈrɔx,mitʃʼw,ruk,ˈkor.nuː,qarn,ʃɔːx,kompə,ˈsɑrvi,ʃɒx,siːŋɡ,hɔːn,,hɔrtn,,,ɕr̩ŋ.ɡɐ́,,kombə,kombu,ˈba.ɲə,,sɨŋ˨˩,,kombə,,p͈uɭ,maɾag,ˈrä̌ːɡɐs̪,ka̠do̞,,,koɾ,hʊrn,hɔrn,ɦoːrn,,bujnuz,kommu,,korn,ˈʃi.fɾɨ,kaɾ gutʃul,s̥naeṅ,,ˈsːɑrv,,,ˈsɑrʋ,ˈsɒrv,,jɛʁd͡ʒˈjuɾ,ˈt͡ʃoɑ̯rːviː,,,ˈsɑrv,bʰulo:gam,ˈkɔɾno̝,mʏ̞ˈɡʏ̞ð,,kombə,kʰä,sĩɡ,kombə,komm,kommu,ewər,kʰaw˩˩˦,kʰao˩˨,d͡ʑò,tūk,ɾaks,ˈkɔr.no,ˈsɑrʋi,maɾgʰ,hɔtn,,,rok,,ˈrox,,kɔʁn,ˈsorɑ,kɔrn,əiɾˠk,,,kombbə,rkʰä,,,úːpʰoːndo,ˈróːk,kombu,ˈkwerno,,ˈsɑrvi,,,ku:ɾ,kʰrä,maɾgadu,xiŋ
count,,,liʃɛldɛ,ˈlʲi.t͡ʂɨt͡ɕ,ˈnu.me.roː,,ʃumurdæn,,ˈlɑskie,ʃomordæn,ɡɪn.nɑː,kaʊnt,,ˈtʰɛlja,,,,,,,komˈta,,ʔɗem˧˦,tɛ̞ːl,,kirə,ˈsʰe̞ːda̠,,,kazuapu,,,,,ˈt͡sɛːlən,ˈtɛlə(n),ˈt͡siələn,sɑjˈmɑχ,,,,kõ.ˈtaɾ,,rāp´,,ˈlukɤmɑ,,,ˈlugemɑ,ˈsaːmol,,,ˈlohkah(t),,,ˈlɑʃkɑ,,,,,,kʼɔrɔtsχuä,,,,,,nap̚˦˥,,jè,,skàjtîːt,konˈtare,ˈlɑskeɑ,,,,,ɕːɪˈtatʲ,ˈbrɔi,ˈpot͡ʃiːtat,,kɔ̃.te,ˈlugːɨ,,ɾˠiːvˠ,,,,tʰvlä,,,,,,konˈtaɾ,,ˈlukɤɑ,,,,ɔkʼɔrɔtsχu,,
worm,,ˈt͡ʃɛrw,mətʼ,ˈrɔ.bak,ˈwer.mis,duː.da,kirm,,ˈuotːø,,kiː.ɽɑː,wɜːm,,ˈmaθkʏr,,,,,,,ˈkuk,,zun˧˧,,,,,,,d͡zẽ̞ɲ̟t͡ɕɨᵝː,,beˈʃtʲeːɡ,,,,,muə̯t,,,,,ˈvɛɾ.mɨ,,ṭṅ̥kūv,ˈtʃɛrvɛj,ˈhusː,,pʁɛ̃,ˈusː,ˈkukɒt͡s,,vɔɾtʰ,,,,ˈtʃundtʃ,,ˈbɛɾme̝,qʊ̞rt,,,tʃʼiä,kiɽa,,,,,nɔːn˩˩˦,,tìɡàʊɴ,,,ˈvɛrme,ˈmɑto,,,,,t͡ɕerfʲ,,ˈt͡ʃɛrf,toˈla(ʔ)at,vɛʁ,ˈborʲ,,pʲeːʃtʲ,kɾimb,,,tʃʼiä,,,isíɓuːnɡú,ˈtʃə́rw,,ɡuˈsano,sku.ˈli.ci,ˈmɑokːɤin,,,,tsʼitsʼi,,
heavy,,ˈcaʃ.kiː,gwæmi,ˈt͡ɕɛŋ.ʂkʲi,ˈɡra.wis,θa.qiːl,,,ˈjykie,sæŋˈɡʲiːn,bʱɑː.ɾɑː,ˈhɛ.vi,nak˥,ˈθuŋkʏr,ʋɐˈʒkɪi̯,d̪ruŋd̪,,,,,,tɔnɡ,naŋ˧˨ʔ,,,bərat,muɡʌ̹p̚t͈a̠,,sʊŋˈkʊs,o̞mo̞i,,,,tʊŋː,ʃveːɐ̯,zʋaːr,ʃwɜɪ̯ɐ,,,,ɡrew,pɨ.ˈza.ðu,,d̥ʰṅn´,ˈtɛʒək,ˈrɑsːsːɤ,,,ˈrɑske,ˈnɛɦeːz,,ˈtsɑnəɾ,,,,ˈjyged,,,ɑˈwɯ̞r,tɵŋ,,mɔnkʼä,,,,,xunt,nak̚˨˩,,lé,,smaks,peˈsante,ˈrɑskɑs,,,,ˈt͡sʲaʂkʲi,tʲɪˈʐolɨj,ˈtɛʒɔk,ˈcɛʃkiː,,luʁ,ˈlæːlɑm,trʊm,t̪ˠɾˠuːmˠ,,,,mdzimɛ,ɑˈɰɯ́ɾ̝̊,,,ˈtɛ̀ːʒək,,peˈsado,,ˈrɑskɑs,,swiər,,mɔnkʼä,,ɡɔ.dʱuɹ
here,,,ämɛtʃu,tu,hik,hu.naː,,,ˈtæs,iːnˈdʒɒː,,hɪə(ɹ),,çɛːr,,ˈd̪əlt̪a,ɐ́t̪.ɽɐ,,,,əˈki,,,,,sini,jʌ̹ɡi,,tʃʲɛ,⟨ko2ko2⟩,,,,,hiːɐ,ɦir,hai̯,burɑˈdɑ,,,aˈit͡ʃʲ,ɐˈki,,neḥ,ˈtuk,ˈtːɑn,,,ˈsiːn,ˈitː,,ɑjsˈtɛʁ,,aʊ̯n,,ˈtægæ,,,,hæːr,,tʰäkʰ,,,,,,tʰiː˥˩.niː˥˩,,,,,kwa,ˈtæːlːæ,,,,,zʲdʲesʲ,ˈtuka,ˈtoto,kan,i.si,ˈt̪æs,,,,,,äkʰ,,,,ˈtúːkaj,,aˈki,,ˈtæːlːæ,,,,äkʰ,,iat
scratch,,,lipʰχäntʃʼwä,ˈdra.pat͡ɕ,ˈskal.poː,,,,ˈkyndʒie,xæɾɒːʃiːˈdæn,,skɹætʃ,,,,,,,,,,,ɣaːj˦ˀ˥,,,,kɯk̚t͈a̠,,,çik̚ka̠kɯ̟ᵝ,,,,,ˈkʀat͡sn̩,,,,,,,ko.ˈsa(ɻ),,ʾeḥ,,ˈkːrɑːpːmɑ,,,ˈkrɑːpimɑ,ˈvɒkɒr,,kʰɛɾˈtsɛl,,,,ˈkynstæ,,,,,,tsχäbäruä,,,,,,kaw˧,,koʊʔ,,,,ˈrɑːpiɑ,,,,ˈdrapat͡sʲ,t͡sɐˈrapətʲ,,,,ɡʁa.te,ˈkɑsiːɲtʲɨ,,,,,,pʰχätʃʼnä,,,,,,rasˈkaɾ,ˈksino,ˈkrɑːpːiɑ,,,,ɔʁätsʼkʼu,,ãsʊɹ
straight,,,mɛtsʼwin,ˈprɔ.stɨ,ˈreːk.tus,mus.ta.qiːm,,,ˈoigie,mostæɣiːm,siː.d̪ʱɑː,stɹeɪt,,peitn,,,,,,,,,,,,,,,,,,,,,ɡəˈraːdə,rɛxt,ʀiːχt,,,,drept,ˈʁɛ.tu,,,,ˈɤkɤv,,,ˈsirge,ˈɛɟɛnɛʃ,,uˈʁiʁ,,,,ˈoiged,,,tʏ̞ð,,,tʰini,,,,,,troŋ˧,,pʰja̰ʊɴ,,,dritto,ˈsuorɑ,,,,praˈmɨ,prʲɪˈmoj,,ˈpr̝̊iːmiː,,dʁwɑ,ˈkuːodʲi,,ˈdʲiːɾʲəx,,tʲiːɾʲəx,,stsʼɔri,,,,,,,,ˈɤikɤɑ,,,,duzi,,pʊn
fog,*zmuk.pa,ˈɦmɫa,bintʼw,mɡwa,kaːˈliː.ɡoː,dˁa.baːb,,,ˈudu,mæh,,fɒɡ,,ˈθɔːka,,,,,,,ˈbɔj.ɾə,tɔːɡə,sɨəŋ˧˧ mu˨˩,,,kabos,a̠nɡe̞,,ˈruːkɐs,,,kʲeː,,,ˈneːbl̩,mɪst,ˈnivəl,,,,ˈt͡ʃe̯a.t͡sə,nɨ.ˈvwɐj.ɾu,,ʾ˘b̥d,məˈɡɫa,ˈuntsːɤʔ,,,ˈudu,ˈkød,ˈnɛβlo,mɑrɑˈχuʁ,,,,ˈsumeg,,ˈnɛβo̯a̝,tʊ̞ˈmɑn,,,nirsi,,,,,manəŋ,mɔːk̚˨˩,,mjù,,,ˈnebbja,ˈsumu,,ˈtʰoːʰka,,,tʊˈman,ˈmaɡla,mɫ̩ɦa,,bʁu.jaʁ,ˈud̪,,coː,ˈmjɛɡuɫ,,,nisli,,ˈᵑkʰú.ᵑɡu,ínkuːnɡú,məˈɡlá,,,,ˈutu,,,,mpʼulä,,
thin,,ˈcɛŋkɔ,dətʰχɛl,ˈt͡ɕɛn.kʲi,supˈtiː.lis,,,,ˈlætːy,,pət̪.lɑː,ˈθɪn,,ˈθʏnːʏr,,,,,,,,,mawŋ͡m˧˩,,,,ka̠nɯɭda̠,,,,,,,,dʏn,,den,,,,slab,ˈfi.nu,,s̥ṭoeṅ,ˈtɤnək,ˈohkːu,,,ˈɤhuke,ˈveːkoɲ,,bɑˈɾɑk,,,,ˈkyrzʲ,,,jʊ̞ˈqɑ,,,tʰχitʰχu,,,,,,baːŋ˧,baːŋ˩˨,pá,,tiêws,sotˈtile,ˈohut,,,,ˈtonkʲi,ˈtonkʲɪj,ˈtɛnɔk,ˈtɛŋkiː,,mɛ̃s,ˈvʊit̪i,ˈtɛnaɨ̯,keːl̪ˠ,,,,tʰχɛli,inˈdʒɛ,,,,,ˈfino,,ˈɤhud,,,,tʰitʰχu,,
wet,,ˈmokriː,məʒir,ˈmɔ.krɨ,ˈuː.dus,,,,ˈmærgæ,xiːs,ɡiːlaː,wɛt,,ˈvɔːtʏr,,lund̪,,,,,ˈmɔʎ,vɔːd,ʔɨət̚˧˦,,,basah,,,,nɯ̟ᵝɾe̞ɾɯ̟ᵝ,,,,,nas,nɑt,naːs,,,,ud,muˈʎaðu,,,,ˈlikːɤ,,,ˈmærg,ˈnɛdvɛʃ,,tʰɑt͡sʰ,,,,ˈmærg,,,jɪ̞ˈwɪ̞ʃ,voːt,,ʃɔliri,ɡiːlaː,,,,t͡ɕʰiːɡ,pia̯k̚˨˩,,sò,,slapʲʃ,baɲˈɲato,ˈmærkæ,,,,ˈmokrɨ,ˈmokrɨj,,ˈmokriː,,mu.je,ˈkɑʒːi,ɡwlɨːb,fʲlʲʊx,,flux,,svɛli,,,,ˈmòːkər,,moˈxado,,ˈmærtʃæ,,,,ʃu,,ti.ta
I,*ŋa,ˈja,mi,ja,ˈe.ɡoː,ʔa.na,mæn,ɲa:n,ˈmie,mæn,mɛ̃ː,aɪ,kou˨˦,jɛɣ,ˈjɑ,zə,ɐ.ɦɐ́m,saja,na:n,ja:nu,ˈʒɔ,jaj,toj˧˧,ɛk,na:n,sajə,na̠,ae:n,ɐʂ,ɰᵝa̠ta̠ɕi,mæn,miː,nanna,eːɡ,ɪç,ɪk,eχ,mæn,ne:nu,,jew,ˈew,a:n,k̥ʰñuṃ,as,ˈmɑʔ,ˈko,,ˈminɑ,ˈeːn,ˈjew,jɛs,ˈmun,jɪːn,na:nu,ˈminæ,a:n,ˈew,mʲin,ˈjɑː(ɡ),na,mä,mɛ̃,na:nə,nanna,ne:nu,,pʰom˩˩˦,kʰɔːj˨˩,t͡ɕʊ̀ɴdɔ̀/,ān,ɛs,ˈi.o,ˈminæ,i:,eː,ˈɑmiː,,ja,jas,jaː,(ʔ)aˈni,ʒə,ˈminɑː,miː,mʲeː,ˈun,mi,na:ʋə,mɛ,bɛn,ˈi.ne,miːná,,na:nu,ɟ͡ʝo,eˈɣo,ˈmiæ,ɪχ,ɪk,o:n,mä,he:nu,mɔɪ
thick,,ˈtɫ̩stiː,sgɛl,ˈɡru.bɨ,ˈkras.sus,sa.miːk,,,ˈpɑksu,,,θɪk,,ˈθjɛhtʏr,,ɖaˈbəl,,,,,,tyk,zaj˨˩,,,,tuk͈ʌ̹p̚t͈a̠,,,,,,,çʊkː,dɪk,dɪk,,,,,ɡros,iʃ.ˈpe.su,,juk,dɛˈbɛl,ˈpːɑkːsː,,,ˈpɑks,ˈvɒʃtɒɡ,,hɑst,,,,ˈpɑks,,,qɑˈɫɯ̞n,ɕɔk,,ʃχu,,,,,t͡sʊt͡saŋ,naː˩˩˦,,tʰù,,,ˈspes.so,ˈpɑksu,,t͡ʃʰʏʰkːʊɹ,,ˈtou̯stɨ,ˈtolstɨj,,ˈtlustiː,,e.pɛ,ˈjɑmd̪i,teːu̯,tʲuː,,tʰʲu,,skʰɛli,,,,ˈdɛ̀ːbɛw,,ˈɡɾweso,,ˈpɑksu,,,,pʼɛdʒi,,
mother,,ˈmatka,di,ˈmat.ka,,ʔam.ma,mɔːdær,,ˈmuɑmo,mɒːˈd̪æɾ,,ˈmʌðə(ɹ),ma˨˦,ˈmamːa,ˈmɑte,mor,ɐm.bɑ́ː,,,,ˈma.ɾə,,mɛ˧˨ʔ,,,ibu,ʌ̹mma̠,,,okakasama,ɑnɑ,maːɹ,,,ˈmʊtɐ,ˈmu.dər,mɑm,,,,ˈma.mə,mɐ̃j̃,,m̥ṭāy,ˈmajkə,ˈimæ,,ˈmãmː,ˈemɑ,ˈɒɲɒ,ˈmajɾe,mɑjɾ,ˈea̯dːniː,ɔmː,,ˈmɑmoi,,ˈnaj,æˈsæj,muːr,,didä,,,,,ix,mɛː˥˩,mɛː˧˧,,,māːtɛ,ˈma.dre,ˈæiti,,ˈmɔuwɪr,,,matʲ,,ˈmatka,ˈ(ʔ)em,mɛʁ,ˈje̞mɑː,mam,ˈmˠɑːhəɾʲ,,ˈmaːhəɾʲ,,dɛdä,anne,ˈmá.ji,úmʱáːma,ˈmàːti,,ˈmadɾe,miˈtera,ˈemæ,ˈmʊtəʁ,,,nänä,,ma
warm,,ˈcɛpliː,tʼɛbdi,ˈt͡ɕɛ.pwɨ,ˈka.li.dus,daː.fiʔ,,uṣṇa,ˈlæmːin,ɡʲæːɾm,,wɔːm,,,,,,,ʋedəʋedəppə,betʃtʃa,kəˈlent,,ʔəm˧˦,,bekki,haŋat,t͈a̠t͈ɯtʰa̠da̠,udum,ˈʃʲɪltɐs,a̠ta̠ta̠ka̠i,,,ka:sta,,vaʁm,ʋɑr(ə)m,vaːʀm,iɫɯχ,ʋetʃtʃa,,kald,,ʋeʈal,k̥ṭau,ˈtɔpəl,ˈlæmːi,,,ˈsoe,ˈmɛlɛɡ,,d͡ʒɛɾm,,,,ˈlæm,bʰulo:gam,ˈkɛnt̪ɪ,jɯ̞.ˈɫɯ̞,varm,uppekke,tʼibu,,bekke,ʋe:ɖ,ʋekka,,ʔun˨˩,,pù,tūk,sīlts,ˈkaldo,ˈlæmːin,ba:sun,,,ˈt͡sʲopɫɨ,ˈtʲɵplɨj,,ˈtɛpliː,,ʃo,ˈle̞m,,tʲɛ,,,su:ɖə,tʰbili,ɯˈɫɯk,,,ˈtɔ̀ːpəw,betʃtʃage,kaˈljente,ze̞ˈsto̞s,ˈlæmːiː,,vaːrm,kortilije,tʼibu,kuɖni,
he,,ɔn,ɛdʒi,ɔn,is,hu.wa,ɵ,,ˈhæi,ʔoː,ʋəʱ,ˈhiː,te˨˦,ˈhanː,ˈʋʲin,haɣə,,dia,,,ˈeʎ,han,ʔajŋ̟˧˧ ʔəj˧˦,,,diə,kɯ,,jɪs,ka̠,u,,,,ʔeːɐ̯,ɦɛi̯,,ɔ,,,,ˈe.li,,gāt´,t̪ɔj,ˈtːimæ,niˈja,,ˈtemɑ,ˈøː,,nɑ,,uː,,ˈhæn,,ˈel,uɫ,hanː,,tʰinä,,,,,,kʰaw˩˩˦,kʰao˩˨,θù,,viɲʃ,ˈlui,ˈhæn,,,ˈʃe,jon,on,tɔj,on,(h)u,il,ˈt̪æmɑː,eːv,ʃeː,,ɛ,,is,o,ˈi.jé,jeːná,ˈɔ́n,,el,aˈftos,ˈtæmæ,,hɛi̯,,ɛjä,,xi
