word,nv,ku,mg,tn,ca,kfe,lo,bfq,bg,mk,an,si,hu,ta,nn,sv,kfa,tt,kk,rm,gon,mh,es,sa,gd,ne,id,ky,cs,ks,ae,om,pt,ar,av,kxv,el,kff,ko,kw,ps,my,kl,br,gdb,sc,fi,af,se,am,qu,gn,eu,th,wo,gl,ab,gv,kfb,bn,ga,yi,is,fo,co,as,ro,mi,sl,ay,wa,dz,ii,pci,ha,oc,tr,az,ch,brh,nb,os,hi,pl,ru,ht,pa,ba,ug,sd,aa,tk,mjt,vi,xub,it,tg,rw,kn,mt,tcy,ty,xmf,hy,la,et,bm,te,jv,ml,lv,zu,st,de,sq,lt,lb,gu,ee,ki,fr,za,ja,ka,da,fa,mn,sk,he,nl,mr,ny,xh,cy,yea,sva,km,tl,kru,ur,iu,ce,sw,cv,tcx,fy,uk,uz,lzz,bo,ms,li,be
hair,ɑ̀t͡sʰìːɣɑ̀ʔ,,,,kəˈbəʎ,manɖə mi:ɾə,,oɾame,koˈsa,ˈkɔsa,,,ˈhɒj,muɖi,hoːr,hoːr,telami,,,,kel,,kaˈbeʎo,kɐ́j.ɕɐ,,,,,ˈvlasɪ,,,,kɐ.ˈβe.lu,ʃa.ʕa.ra,,bana,,dʒuʈʈul,mʌ̹ɾikʰa̠ɭ,,,zəbɪ̀ɴ,,,tʃendi,,,,,,,,,pʰom˩˩˦,,kaˈβ̞elʊ,,,ti:ɾu,tʃul,ɡɾˠuəɟ,hɔʁ,hauːr,hɔaːɹ,,suli,,,ˈláːs,,,,,tūk,,,sat͡ʃ,sɑt͡ʃ,,puʒʒɛ,,,bɑːl,ˈvwɔ.sɨ,ˈvoləsɨ,,ʋɑːl,sæs,,,,,ta:li,tawk͡p̚˧˦,ta:kəɾə,,,,kūdalu,ʃaˁːr,ku:dʒal,,tʰumä,,ˈko.ma,,,veɳʈɾukalu,,muɖi,mats,ûːnwéːle,,haːɐ̯,ˈcimɛ,,hoː(e)ʀ,,dæ,,ʃə.vø,,,tʰmä,,mo,,,sa.ʔaˈʁa,ɦaːr,,,,ɡwaːɬd,tilami,pʰätʰw,sk´,bu.ˈhok,tʃuʈʈi,bɒːl,,,,,mi:ɾs,,wɔˈlɔsʲːɐ,,tʰɔmä,,rambot,,ˈvoɫas
say,,,,,ˈdi,paidu,waw˥˦,egəʋə,ˈkazvəm,,,,ˈmond,tʃollə,²sæɪɑ,ˈsɛjːa,annə,,,,in,,deˈθiɾ,ʋɐ́.d̪ɐ.t̪i,ˈapɪɾʲ,,,,r̝iːt͡st,,,,di.ˈzeɾ,qaː.la,,,,kella,ˈma̠ːɾɦa̠da̠,lɛˈvɛrɛl,,sʰò,,,tukud,,ˈsɑnoɑˣ,sɛː,,,,,,klaːw˨˩,,diˈθiɾ,,,bʰu:mi,ˈbɔla,ˈabˠəɾʲ,ˈzɔ.ɡŋ̩,ˈseiːja,siːja,,,ˈzitʃe,,ˈrɛtʃi,,,,,en,,,søjlɛmɛc,,,pa:ning,,,kɛːʱ.nɑː,ˈmu.vʲit͡ɕ,ɡəvɐˈrʲitʲ,,,,,,,,hauɖpo,nɔj˧˦,pə:ɭ,ˈdi.re,ɡuftæn,,heɭu,,paɳaɾa,,tʰkʰuälä,ɑˈsɛl,ˈdiː.koː,ˈytlemɑ,,tʃeppu,,paɾajuga,satsîːt,,,zaːɡən,θɛm,sɐˈkʲiːtʲɪ,,,,,diʁ,kaːŋ˥,ipu,tʰkʰmä,,ɡofˈt̪ʰæn,xiɮəx,ˈɦɔvɔric,,ˈzɛɣə(n),,,,,paɾe,likʰwisg,tʰā,,bakʰna,kɛɦna,,,,,a:ʋaɖə,,,,ɔtʰkʰu,,,,ɣavaˈrɨt͡sʲ
laugh,,ˈkɛniːn,,,ˈriw.ɾə,,,,,sɛ ˈsmɛ.ɛ,,,ˈnɛvɛt,,,,,,,,,,,,,,,,smaːt,,,,ˈʁiɾ,dˁa.ħik,,,,,ˈuːt̚t͈a̠,,,jì,,,,,ˈnɑu̯rɑːˣ,ɫɐχ,ˈt͡ʃajːpmah(t),,,,,kʰam˩˩˦,,,,,,,ɡɑːɾʲ,,ˈl̥aiːja,,,ɦɔɦa,,,,,,,,,,,,ɡylmæc,,,,,ɦə̃s.nɑː,ɕmʲat͡ɕ ɕɛ,smʲɪˈjat͡sːə,,,,,,,,,kɨəj˨˩,,ˈri.de.re,xændidæn,,,,,,dzitsä,t͡sit͡sɑˈʁɛl,ˈriː.de.oː,,,,,,,,,ˈlaχn̩,cɛʃ,,ˈlaːχən,,,,ʁiʁ,,ɰᵝa̠ɾa̠ɯ̟ᵝ,sitsili,leː,xænd̪iːˈd̪æn,,ˈsmi̯ac sa,t͡saˈχak,ˈlɑxə(n),,,,,,litswnäl,soec,,,,,,,,,ˈlai̯tsjə,,,dzitsini,,tawə,,
they,,,,,ˈeʎs,,,,t̪ɛ,tiɛ,,,ˈøːk,,,dɔm,,,,,,,ˈeʎos,,iət̪,,məreka,,ˈoɲɪ,,,,ˈe.lɨʃ,hu.maː,,,,,kɯdɯɭ,,,θùdo̰,,,,,ˈhe,,,ɨnːəsːu,,,,kʰaw˩˩˦,,,,,,t̪ara,ʃiəd̪ˠ,,θeiːr,tʰaiːɹ,,xiʱɔt,jej,,ˈɔ̀ːni,,,kʰoŋ˥,,,,,onˈlar,o(n)lar,,,,,ʋeː,ˈɔ.ɲi,ɐˈnʲi,,,uˈɫɑr,uˈlɑr,,,,,hɔ˧˨ʔ,,,,,,ˈuːmɐ,,,tʰinɛpʰi,nəˈɾɑŋkʰ,ˈi.iː,,,,,,,ɓoːná,,ziː,aˈta,jæ,,,,,il,,ka̠ɾe̞ɾa̠,isini,di,ʔeːˈʃɒːn,,ˈɔɲi,,zɛi̯,,ˈi.wó,,huːɨ̯,,ɛdʒær,gāt´,,,,,,,,,ja,wɔˈnɪ,,ɛntʰɛpʰɛ,,mərekə,,
tree,,,,,ˈa.bɾə,maɾam,ton˥˧ mai˥˧,moɾa,dərˈvɔ,,,,ˈfɒ,maɾam,,,maɾa,,aˈʁaʃ,,maɾa,,ˈarbol,,,,po.hon,,strom,,,,ˈaɾ.vu.ɾɨ,,,paʈa,ˈðe̞n.dro̞,ma:ɾa,na̠mu,,ˈwəna,θɪʔpɪ̀ɴ,,ɡwe,tukud,,ˈpuː,bʊəm,ˈmuo̯rra,,,,,ton˥˩.maːj˦˥,,,,ˈbilʲə,ma:k,ɡɑs,kɾˠaun̪ˠ,bɔjm,tʰrjɛː,tɹɛaː,,ɡɔs,ˈarbore,,drɛˈʋóː,,,,sz̩̠˧,meri,,,a.át͡ʃ,ɑˈɣɑd͡ʒ,,dɾahkʰt,,,,ˈdʐɛ.vɔ,ˈdʲerʲɪvə,,,ɑˈʁɑs,,,ħʌɖʌ,aɡat͡ʃ,bʰumi,kəj˧˧,meɾi,ˈal.be.ro,,,mara,ˈsɪdʒrɐ,maɾa,,dʒä,t͡sɑr,ˈar.bor,,,tʃeʈʈu,,maɾam,kùoks,úmuːtʰí,,baʊ̯m,,ˈmʲæːdʲɪs,baːm,,,,aʁbʁ,fai˦˨,kɨ,χɛ,trɛː,deˈɾæxtʰ,,strɔm,et͡s,boːm,d͡zʱaɖ,mˈté.ᵑɡo,úm̩ːtʰí,ˈkɔɨ̯dɛn,maɾa,mɛgɛm,ṭoemjʰoe,,mann,,,,,,me:n,bɪə̯m,,,ndʒä,*ɕiŋ,pokokʔ,,ˈdreva
not,toːta,,,,ˈno,illa,bɔː˧˧,kulle,nɛ,,,,ˈnɛm,ille,²ɪçːə,ˈɪnˌtɛ,ille,,,,helle,,no,,,,,,nɛ,,,,nɐ̃w̃,laː,,,ðe̞,ille,a̠n,,,mə,,,tukud,,ˈei̯,ni,,,,,es̻,maj˥˩,,ˈnʊŋ,,,ka:du,,n̠ʲiː,nit,ˈɛhcɪ,ˈɪʰtʃːɪ,,nɔ.ɦɔɛ,nu,,ˈnɛ́,,,,,tūk,,,dejil,dejil,,a:xa,,,nə.ɦĩː,ɲɛ,nʲɪ,,,ˈtʏ.ɡɪ̞l,,,,,mala:,xəwŋ͡m˧˧,ila,non,,,alla,,a:tu,,vär,t͡ʃʰ,noːn,,,le:du,,illa,,,,nɪçt,nʊk,,,,,,nə,ɓou˥,,är,ekə,næ,,,lo,nit,,,,dɪm,ille,dɛmɛ,,,mala,nəɦĩː,,,,,a:ɖudi,ˈnɛt,ˈnɛ,,vär,,tidaʔ,,nʲe
mouth,,ˈdɛv,,,ˈbo.kə,ʋa:ji,,pe,usˈta,,,,ˈsaːj,ʋa:ji,,mɵn,ba:ji,,,,toɖɖi,,ˈboka,ɑ́ːs̪,piaɫ̪,,,,ˈuːsta,,,ɐfɑːn,ˈbo.kɐ,fam,,guʈi,,pavu:ɾ,ip̚,,xwlə,pəzaʔ,,ˈɡɵ̃ː.nu,tʃa:lu,,ˈsuː,mɔnt,,,,,,paːk̚˨˩,,,,ˈbiəl,mu:ti,mukʰ,bʲia̯l̪ˠ,,ˈmʏnːʏr,,,mukʰ,,,ˈùːsta,,,kʰɑ˥,,vāy,ˈbàː.kíː,buko,aːɯz,ɑˈɣɯz,,ba:,,,mũːʱ,ˈu.sta,rot,,,ɑˈwɯ̞ð,,,,aɡɯð,toɾo,miəŋ˧˨ʔ,ba:jə,ˈbokka,dæˈhɔːn,,ba:ji,ħɐlʔ,ba:ji,,pʼidʒi,bɛˈɾɑn,oːs,,dáà,no:ɾu,,ʋa:ja,mutɛ,uḿ̩loːmo,,mʊnt,ˈɡɔjə,bʊrˈnɐ,mont,,,kanua,buʃ,paːk˧˥,kutu,pʼiri,mon,d̪æˈhɒːn,am,ˈuːsta,,mɔnt,,ˈka.mʷa,úḿ̩loːmo,keːɡ,ba:ji,pʼil,māt´,,baji,,,,,,po:i,ˈmulə,ˈrɔt,,pʼidʒi,*kʰa,mulot,,rot
left,,,,,əsˈkɛ.rə,,,,ˈlʲaf,,,,ˈbɒl,,,,,,,,,,,,kʰʲaːrˠ,,,,ˈlɛviː,,,,iʃ.ˈkeɾ.ðu,ja.saːr,,,,,,,,bɛ̀,,,,,ˈʋɑsen,,,,,,,saːj˦˥,,,,,,,clʲeː,,,,,,stɨŋɡ,,,,,,,,,,,soɫ,,,,,,ˈlɛ.vɨ,ˈlʲevɨj,,,huɫ,,,,,,t͡ɕaːj˧˦,,,,,,ʃɛlːuːk,,,kʼvärtʃχäni,d͡zɑχ,ˈlae̯.wus,,,,,,kɾèjs,,,lɪŋk,,,leŋks,,,,ɡoʃ,,çida̠ɾʲi,märtsχɛnä,,tʃæp,,,,lɪŋks,,,,χwiːθ,,lɛrtʰɛn,c̥ʰveṅ,,,,,,,,,,,,kʼväntʃχäri,,kiri,,
freeze,,,,,,,,,,,,,,,,,,,,,,,eˈlaɾ,,rˠɔː,,,,ˈzmr̩zˌnɔʊ̯t,,,,ʒe.ˈla(ɻ),,,,,,ˈɘːɭda̠,,,,,,,,ˈjæːtyæˣ,,,,,,,kʰɛŋ˩˩˦,,ʃeˈaɾ,,,,,,,ˈfrjouːsa,,,,,,,,,,,,,,,,,,,,d͡ʒəm.nɑː,zaˈmar.zat͡ɕ,zəmʲɪrˈzatʲ,,,,,,,,,ʔɗawŋ͡m˧˦ ʔɓaŋ˧˧,,dʒeˈlare,,,,,,,ʔinuä,,ˈɡe.loː,,,,,,,,,ɡəˈfʁiːʁən,,,ˈfʀei̯ʀen,,,,ʒə.le,,,gäqʼinvä,,,,,,bəˈvrizə(n),,,,,,likʼwrɛmi,,,,,,,,,,,,,ɔqʼinu,,,,
bird,,,,,ˈaw,pakkigaɭ,nok˦,,ˈptitsə,ˈpti.t͡sa,pa(j)ˈʃaro,,ˈmɒdaːr,paɾaʋai,fʉɡl,foːɡəl,pakʂi,,ˈqʊs,,piʈʈə,,ˈpaxaɾo,ʋí,ian,,,,ptaːk,,,,ˈpa.sa.ɾu,tˁaːʔir,,minu,puˈli,piʈʈe:ku,sʰe̞ː,,marˈɣa,ŋ̊ɛʔ,,,titə,,,,ˈlodːdiː,,,,ˈtʃo.ɾi,nok̚˦˥,,,,ˈoʒaɡ,piʈʈa,,eːnˠ,fɔjɡl,fʏkl,,,sɔɹaɪ,,,ˈptítʃ,,,,,tūk,,awˈsɛl,,ɡuʃ,,tʃok,,,t͡ʃɪ.ɽiː.jɑː,ptak,ˈptʲit͡sə,,,qʊ̞ʂ,quʃ,,,,pudʒudu,t͡ɕim˧˧,pikki,uˈt͡ːʃɛlːo,paɾːanˈda,,hakki,asˈfuːr,pakki,,kʼvintʃä,tʰərˈtʃʰun,ˈa.wis,lˈind̥,,pakʂi,,pakʂi,,íɲoːni,,ˈfoːɡəl,zɔɡ,ˈpɒʊk.ʃtʲɪs,ˈfuʁəl,,,,wa.zo,ɣok˧,⟨to2ri⟩,tʃitʼi,fuːl,pʰæɾænˈde,ʃʊwʊ,ˈftaːk,t͡siˈpoʁ,ˈvoːɣəl,,ᵐbáˈɽa.me,íⁿtaːka,aˈdɛrɨ̞n,paktʃi,næpʼr,pk̥sī,,oɖa,,,,,,paɾaʋai,,ˈptɑx,,kʼintʃi,*bʲa,buroŋ,,
thou,,,,,ˈtu,ni:ja,,ni,ti,ti,,,ˈtɛ,ni,,dʉː,ni:nə,,,,nimme,,ˈtu,,hu,,kamu,,tɪ,,,,tu,ʔanta,,ninu,,nimma,ta̠ŋɕʰin,,,,,,in,,ˈsinæ,,,,,,,kʰun˧,,,,,ni:nu,ˈθʊiː,t̪ˠuː,,θu,tʰʉuː(w),,tɔɪ,tu,,ˈtíː,,,,,īn,,,sen,,,ni:,,,tʊm,tɨ,tɨ,,,,,,,,ni:n,maj˨˩,ni:jə,t̪u,,,ni:nu,,i,,si,du,tuː,,,ni:ʋu,,ni,,,,duː,,tʊ,,,,,ty,,⟨ki1mi1⟩,ʃɛn,du,to,,ˈti,(ʔ)aˈta,ɣɛi̯,,,,tiː,ni,si,,,ni:n,tʊm,,,,,ni,,ˈtɪ,,si,,əŋkau̯,,
count,,,,,komˈta,,,,,ˈbrɔi,,,ˈsaːmol,,,,,,,,,,konˈtaɾ,,,,,,ˈpot͡ʃiːtat,,,,kõ.ˈtaɾ,,,,,,ˈsʰe̞ːda̠,,,jè,,,,,ˈlɑskeɑˣ,tɛ̞ːl,ˈlohkah(t),,,,,nap̚˦˥,,,,,,,ɾˠiːvˠ,,ˈtʰɛlja,,,,,,,,,,,,,,,sɑjˈmɑχ,,,,,ɡɪn.nɑː,ˈlʲi.t͡ʂɨt͡ɕ,ɕːɪˈtatʲ,,,,,,,,,ʔɗem˧˦,,konˈtare,ʃumurdæn,,,,,,kʼɔrɔtsχuä,,ˈnu.me.roː,,,,,,skàjtîːt,,,ˈt͡sɛːlən,,,ˈt͡siələn,,,,kɔ̃.te,,kazuapu,tʰvlä,,ʃomordæn,,,,ˈtɛlə(n),,,,,,liʃɛldɛ,rāp´,,,,,,,,,,,,ɔkʼɔrɔtsχu,,kirə,,
woman,,,,mʊˈsa.di,ˈdɔ.nə,pemagu,pʰuː˨˩ ɲiŋ˦˥,emma:ti,ʒɛˈna,ˈʒɛna,,,ˈnøː,peɳ,²kʋɪnːə,ˈkvɪnːˌa,ponna:ɭə,,,,muɾtad,,muˈxeɾ,s̪t̪ɽíː,b̥ɛn,,,,ˈʒɛna,,,,muˈʎɛɾ,ʔim.ra.ʔa,,ɖoli,ʝiˈne̞ka,na:taʋa:d,jʌ̹sʰʌ̹ŋ,,ʂəˈd͡za,méɪɴma̰,,,tukud,,ˈnɑi̯nen,,ˈnisuː,,,,,pʰuː˥˩.jiŋ˩˩˦,,muˈʎɛɾ,,bɛᵈn,ba:ji,,bʲanˠ,,ˈkʰɔːna,,,maɪ.ki ma.nuʱ,feˈmeje,,ˈʒèːnska,,,,,tūk,,ˈfenno,kaˈdɯn,,,njaaɽi,²kʋɪnə,,ˈɔːɾət̪,kɔˈbʲɛ.ta,ˈʐɛnʲɕːɪnə,,,qɑˈtɯ̞n,,,,,teldu,fu˧˨ʔ nɨ˦ˀ˥,pəɳakkən,ˈdɔn.na,,,hengasu,,pondʒa,,ɔsuri,kin,ˈfeː.mi.na,,,stɾi:,,peɳɳə,,úm̩fâːzi,,fʁaʊ̯,ˈɡɾua,ˈmoːtʲɛrʲɪs,fʀa,,ˈɲɒ.nʊ,,fam,,õ̞nːa̠ no̞ çi̥to̞,kʰäli,ˈkʰvenə,,,ˈʒe.na,,vrɑu̯,,ˈmká.zi,úḿ̩fâːz̥i̤,,panitʃi,zuräl,s̥rī,,mukka,,,,,,tusmo:gə,,ˈʒʲinkɐ,,ɔχɔrdʒä,,wanita,,ʐanˈt͡ʂɨna
star,,,,,əsˈtɾə.ʎə,nakʂaʈiɾam,daːu˩˨,natʃtʃatɾa,zvɛzˈda,ˈd͡zvɛzda,,,ˈt͡ʃilːɒɡ,mīṉ,²stjɛrnə,²ɧæːɳa,nakʂatɾa,,,,sukku,,esˈtɾeʎa,,rˠeːɫ̪,,,,ˈɦvjɛzda,,,,ɨʃˈtɾelɐ,,,huka,,ukka,pjɘːɭ,,st̪oˈ.raɪ,t͡ɕɛ̀,,ste.ˈʁe.dɛ̃n,puʈ,isˈte.ɖu,ˈtæhti,,ˈnaːsːtiː,,,,,daːw˧,,es̺ˈtɾelɐ,,,sukka,,ˈɾˠeːl̪ˠt̪ˠə,ˈʃtɛʁən,ˈstjartna,ˈʃœtna,,,,,ˈzʋèːzda,,,,,cukka,,,jɯɫˈdɯ́z,uɫdúz,,isʈa:ɾ,ˈstjæːɳə,,,ˈɡvʲaz.da,zvʲɪzˈda,,,jʊ̞nˈdʊ̞ð,julˈtuz,,,jɯldɯð,bi:nka,saːw˧˧,mi:nu,ˈstel.la,,,nakʂatɾ,,nakʂatɾe,,murutsχi,ˈɑstəʁ,,,,nakʂatɾamu,,nakʂatɾam,zvàjɡznɛ,ímbaːsa,,ʃtɛʁn,yɫ,ʒʋɐjɡʲʒʲˈdʲeː,ʃteːʀ,,,,e.twal,ɗaːu˨˦ ɗei˧˥,posi,värskʼvlävi,stjɛrnə,sitɒːɾæ,,ˈɦvi̯ɛzda,,stɛr,,ɲéˈɲe.zí,,ˈsɛrɛn,natʃtʃatiɾa,ämtʼqʼwæsg,tārā,,bi:nko,,,,,,naʈtʃatiɾam,,,,murutsχi,,bintaŋ,,ˈzorka
water,txʷó,,,mɛtsí,ˈaj.ɡwə,ni:ɾ,nam˥˦,ni:ɾə,,,,,ˈviːz,taɳɳi,ˈʋɑtn̩,ˈvatːɛn,ni:ɾə,,sʊw,,jeɾ,,ˈaɡwa,ɐ́p,ˈɯʃkʲə,,a.ʔɪr,,ˈvoda,aːb,,,,maːʔ,,eju,neˈro,e:ɾu,muɭ,doʊɹ,obə,jè,,ˈduːʁ,ni:r,,ˈʋesi,ˈvɑːtər,ˈt͡ʃaːht͡siː,,,,,naːm˦˥,ndɔx,ˈaw.ɡa,aˈd͡zɨ,ˈuʃtʲə,i:ɾ,dʒɔl,ˈɪʃcɪ,,vaʰtn,vaʰtn,,pa.ni,ˈapə,,,,,t͡ɕʰu˥,ʑz̩˧,nīr,,,ˈsu,su,,di:r,ʋɑnː,,pɑː.niː,ˈvɔ.da,vɐˈda,,pɑː.ɳiː,hɯ̞w,su,,,θuβ,hamdu,nɨək̚˧˦,ni:ɾə,,ɔːb,amâːzi,ni:ɾu,,ni:ɾə,,tsʼqʼäri,d͡ʒuɾ,ˈa.kʷa,,,ni:ɾu,,ʋellam,ûːdɛns,ámáːnzi,,ˈva.sɐ,ˈujə,,ˈvaːsɐ,,,màːéꜜ,o,ɣam˦˨,⟨mi1du⟩,tsʼqʼäli,vand,ɒːb,ʊs,ˈvɔda,,ˈʋaːtər,,ˈma.d͡zí,ámâːⁿd̥zi̤,duːr,ni:ɾu,lits,dẏk,ˈtu.biɡ,amm,pɑːniː,,,,,ni:ɾ,ˈvɛtər,wɔˈdɑ,,tsʼkʼäri,*t͡ɕʰu,,,vaˈda
wind,nɪ́ɬt͡ʃʼɪ̀,,,,,,lom˦˥,,ˈvʲatər,ˈvɛtɛr,,,ˈseːl,,,vɪnd,,,ʒel,,,,ˈbjento,ʋɑ́ː.t̪ɐ,,,,,ˈviːtr̩,,,,ˈvẽ.tu,riːħ,,,,,pa̠ɾa̠m,,bɑd,lè,,ˈɑːvɛl,,ˈbentu,ˈtuːli,,ˈpie̯ɡːɡa,,,ɨʋɨˈtu,,lom˧,,ˈbento̝,,ɡiː,,,ɡeː,,ˈvɪntʏr,ˈvɪntʊɹ,,bɔtaʱ,,,,,,,,,,,ryzˈɟar,,,,,,ɦəʋaː,vʲatr,ˈvʲetʲɪr,,ɦə̀ʋä̌ː,jɪ̞l,,,,,,zɔ˧˦,,ˈvɛn.to,bɔːd,,,riːħ,,,bɔriä,kʰɑˈmi,ˈwen.tus,tˈuːl,,,,,vɛ̄ːjʃ,úmôːja,,vɪnt,ɛːɹ,ˈʋʲeːjɛs,vant,,,,vɑ̃,ɣum˧˩,ka̠ze̞,kʰäri,ʋend,bɒːd,saɮʲxʲ,ˈvi̯ɛtɔr,ˈʁuax,ʋɪnt,,ˈᵐpʰé.po,úmôːja,,,bikʰw,k̥ʰyl´,ˈha.ŋin,,ɦəʋaː,,,,,,,ˈʋʲiter,,iχi,*rluŋ,aŋen,,
swim,,,,,nəˈda,ni:tʃal,,ni:ndə,,,,,ˈuːsik,neentə,²sʏmjɑ,,mi:ɾodu,,,,pohem,,naˈdaɾ,,,,,,ˈplavat,,,,nɐˈðaɾ,,,,,i:ta,sʰujʌ̹ŋɦa̠da̠,,lɑmbəl,jèkú,,,tukud,,ˈui̯dɑˣ,,ˈvuo̯ɟɟah(t),,,,,waːj˥˩.naːm˦˥,,,,,po:nim,,sˠn̪ˠɑːvˠ,,ˈsɪnta,,,,,,ˈplaːʋati,,,,,tūk,,,,,,beʂoling,ˈsʋøme,,,ˈpwɨ.vat͡ɕ,ˈplavətʲ,,,,,,,,ho:gpo,ʔɓəːj˧˧,ni:nɖʒu,nwoˈtare,,,i:dʒo,,mi:ndaɾa,,ntʃuruä,lɔˈʁɑl,ˈna.toː,,,i:du,,neentuga,pɛ̄ldɛ̂ːt,,,ˈʃvɪmən,nɔˈtɔj,ˈpɫɒʊ̯ˑkʲtʲɪ,ˈʃwɑmən,,,,na.ʒe,,ɡ,tsurvä,svœmə,,seɮəx,ˈpɫaːvac,,ˈzʋɛ.mə(n),,,,ˈnɔvjɔ,maɳa,likʰni,hael,,o:gna,,,,,,ni:tʃal,ˈsvɪm.mə,,,ɔntʃviru,,,,
wide,,,,,,,kwaːŋ˥˧,,ʃiˈrɔk,,,,ˈseːlɛʃ,,,viːd,,,,,,,ˈaɲ.tʃo,,,,,,ˈʃɪrokiː,,,,ˈlaɾ.ɡu,waː.siʕ,,,,,nʌ̹ɭt͈a̠,,,t͡ɕɛ̀,,,,,,,,,,,,kwaːŋ˥˩.jaj˨˩,,,,,,,ˈl̠ʲahənˠ,,ˈpreiːðʏr,ˈpɹaijʊɹ,,bɔ.ɦɔl,larɡ,,,,,,,,,,vaːˈsiː,,,,,,t͡ʃɔː.ɽɑː,ʂɛˈrɔ.kʲi,ʂɨˈrokʲɪj,,,ˈkʲiŋ,,,,,,zəwŋ͡m˧˨ʔ,,ˈlarɡo,,,,,,,pʰärtʰɛ,lɑjn,ˈlaː.tus,,,,,,plats,,,bʀaɪ̯t,ˈɟ͡ʝɛ.ɾə,,bʀeːt,,,,laʁʒ,,,pʰärtʰɔ,,,ɵrɡəŋ,,,,,,,ˈɬədan,,mäʃri,l̥h,ma.ˈla.pad,,,,,,,,,ʃeˈrɔkei̯,,mbɔli,,,,ʂɨˈrokʲi
ice,,,,,ˈʒɛl,,,,lɛt,mras,,,ˈjeːɡ,,iːs,,,,,,,,ˈɟ͡ʝelo,,,,,,lɛt,,,,ˈʒe.lu,d͡ʒa.liːd,,,ˈpaɣos,,ʌ̹ɾɯm,,,jèɡɛ́,,,,,ˈjæː,ə̟i̯s,ˈjie̯tɲa,,,,iˈs̻ots̻,nam˦˥.kʰɛŋ˩˩˦,,ˈʃe.ʊ,atsʼaa,,,bɔrɔf,əiɾʲ,,iːs,ˈʊiːsʊɹ,,,,,ˈléːt,,,,,,,,ˈbuz,,,,,,,lut,lʲɵt,,,bʊ̞ð,,,,,,ʔɓaŋ˧˧,,ˈɡjat.t͡ʃo,,,,θ,,,ʔini,sɑˈrujt͡sʰ,ˈɡla.ki.eːs,,,,,,lædus,íːǃʰwa,,aɪ̯s,,,æi̯s,,,,ɡlas,,⟨ko2pori⟩,qʼinuli,iːs,jæx,mos,ˈʎat,,ɛi̯s,,,,jaː,,kʼwärɛm,dẏkkk,ˈje.lo,,,,,,,,iːs,,,buzi,,aes,,lʲot
blood,,,,,ˈsaŋk,ne:tuɾu,,rattə,krɤf,kr̩f,,leː,ˈveːr,ɾattam,bluː,,tʃo:ɾə,,ˈqɑn,,nettuɾ,,ˈsanɡɾe,ɐ́.s̪r̩d͡ʑ,,,,,krɛv,,,,ˈsɐ̃.ɡɨ,,,nettir,ˈema,nettuɾ,pʰi,,,θwé,,ˈɡwaːt,nettiɾ,,ˈʋeri,blut,ˈvarra,,,,,lɯa̯t̚˥˩,,,,folʲ,nettuɾ,,fˠɪlʲ,blʊt,plouːð,plɔuːw,,,ˈsɨn.d͡ʒe,,ˈkríː,,,,sz̩˧,netir,,,ˈkɑn,ɡɑn,,ditaɾ,,,kʰuːn,krɛf,krofʲ,,,qɑn,,,,ɡaːn,ɾasadu,maw˧˦,nəttəɾə,ˈsan.ɡwe,xun,,ɾakta,dɛmː,nettarə,,zisχiri,ɑɾˈjun,ˈsan.ɡʷis,,,ɾaktamu,,ɾektam,asinis,íːɡaːzí,,bluːt,ɟ͡ʝak,krɒ͜úˑjæs,blut,,,ðàkámɛ́,sɑ̃,lɯːt˧,,sisχli,bloːd,xuːn,t͡sʰʊs,ˈkr̩w,,blut,,maˈɡa.zi,íɡ̊a̤ːz̥i̤,ˈɡwaːi̯d,tʃo:ɾe,zisχ,jʰām,,kʰe:ns,,,,,,po:kʰə,bluə̯t,ˈkrɔu̯,,ditsχiri,*kʰrak,darah,,
split,,,,,pəɾˈti,,,,,,,,ˈhɒʃiːt,,,deːla,,,,,,,parˈtiɾ,,,,,,,,,,pɐɾ.ˈtiɾ,qa.sa.ma,,,,,,,,kʰwɛ́,,,,,,,,,,,,,,,,,,,,,ˈkʰlɔpna,,,pʰal,,,,,,,,,,,,,,,,,,ˈd͡ʑɛ.lʲit͡ɕ,rəɕːɪˈplʲætʲ,,,,,,,,,t͡ɕɛ˧˩,,ˈfɛndere,,,,,,,rtʰuälä,,ˈskin.doː,,,,,,,,,ˈʃpaltn̩,,,,,,,fɑ̃dʁ,,ɰᵝa̠ɾɯ̟ᵝ,qʼɔpʰä,,,,,,,,,,,,lirdɛ,,,,,,,,,,,,,ɔrtʰu,,,,
