word,sl,km,be,ka,kfb,ku,th,cy,pl,af,tcx,tcy,mk,fo,kxv,ug,bn,tr,fr,vro,yi,lb,is,gon,ko,bo,pt,hu,he,brh,sq,zu,oc,en,sa,sk,tl,az,ga,nl,mn,kfa,xub,et,kn,my,liv,ny,lo,kru,es,gdb,ro,lt,fi,za,vot,sv,uk,ur,ta,vi,kfe,da,nn,bfq,la,hy,de,id,br,lzz,gv,mt,fa,krl,el,cs,sva,ms,te,yea,ca,hi,ar,ml,bg,kff,xmf,tg,ps,vep,ru,it,ja,fy,se,lv,gd,gl,mjt,pci,ba,as
know,,cer,ˈvʲedat͡sʲ,tsɔdnä,uɾtanɖa:t,ˈzɑːniːn,ruː˦˥,ˈmɛdrɨ̞,ˈvʲɛ.d͡ʑɛt͡ɕ,vɪət,aɾspini,teɾijaɾa,,,,,,bilˈmɛ́c,savwaʁ,ˈtːiːtmæ,vɪsn̩,,ˈvɪːta,jeɾpaʈ,ˈa̠ːɭda̠,*ɕes,sɐ.ˈbeɾ,ˈtud,ˈjeda,tʃa:ing,di,,,nəʊ,,ˈvɛɟi̯ɛc,,bilˈmæk,,ˈʋeːtə(n),mitəx,aɾi,gott(ə) uɳɖi,ˈteɑdmɑ,ari,θḭʃḭ,ˈt̪iːe̞d̪ɨ,,huː˥˧,akʰna,saˈbeɾ,sun,ʃti,ʒɪˈnoː.tʲɪ,ˈtietæː,ɣo˦˨,ˈtæːtæː,veːta,ˈznɑte,dʒanːa,aṟi,ʔɓiət̚˧˦,asu:bej,,,aɾaʋə,ˈski.oː,ɡitɛˈnɑl,ˈvɪsn̩,ta.hu,,ɔtʃkʰinu,,,d̪ɒːnesˈt̪ʰæn,ˈtietyæ,ˈksɛ.ɾɔ,ˈvjɛɟɛt,mäχäl,tahu,eṟāgu,aɾiʋo,səˈbə,ˈd͡ʒɑːn̪.n̪ɑː,ʕa.li.ma,aɾajuga,,teluse:,rtʃkʰinä,dɔːnistæn,poˈheˈdəl,ˈtetɑ,znatʲ,saˈpeː.re,,,,zinâːt,,,ha:hpo,pun,,
neck,ˈʋráːt,k,,kʼisɛri,mak,,kʰɔː˧,ɡʊðv,ˈʂɨ.ja,,maɾ,kekkilə,vrat,,,,,,ku,ˈkːɑːl,haldz,,hauls,guɖunga,mo̞k̚,,pɨʃ.ˈko.su,ˈɲɒk,,lex,ˈcafə,íntaːmo,,nɛk,ɡɽiː.ʋɑ́ː,kr̩k,,,ˈmˠɪnɑːl,,xut͡su,bo:ɭe,kp:ma:ɭi,ˈkɑel,kuthige,lɛ̀bɪ́ɴ,ˈkɑgːɨl,ˈkʰo.si,,kʰesir,ˈkweʎo,kanɖ,ɡɨt,ˈkä̌ːklɐs̪,ˈkɑulɑ,ho˧˩,ˈkɑglɑ,,ˈʃɪjɐ,,kaɭuttə,ko˧˩,kaɖate:l,hals,hɑls,katə,ˈkol.lum,viz,hals,,,dʒinikʰi,,,ɡærdæn,ˈkɑklɑ,,kr̩k,kʼintʃχ,lehe(r),meɖa,bo:ɭe,ˈkɔʎ,,,kaɻutə,ˈʃijə,meɖaka:ja,kʼisɛri,ɡærdæn,,ˈkɑgl,ˈʂɛjə,ˈkɔl.lo,kɯ̟ᵝbʲi,,,,,pesˈkoθo̝,asaɾdu,tūk,mu.ˈjɯ̞n,di.ŋi
husband,ˈmóːʃ,p̥ṭī,muʂ,kʰmäri,,,saː˩˩˦.miː˧,ɡuːr,mɔŋʂ,,,,maʃ,ˈmɛaːvʊɹ,,,sami,kɔˈd͡ʒɑ,ma.ʁi,ˈmiːsː,,mɑn,ˈeiːjɪn.maːðʏr,,na̠mpʰjʌ̹n,,ma.ˈɾi.du,ˈfeːrʝ,,,bur,uḿ̩jeːni,,ˈhʌzbənd,,,,æɾ,fʲaɾˠ,mɑn,,,,ˈmeːs,,lɪ̀ɴ,ˈmiːe̞z,,pʰua˩˨,,maˈɾido,,sots,ˈʋʲiːrɐs,ˈmies,po˧,ˈmeːz,ˈmɑːˌkɛ,t͡ʃɔlɔˈu̯ʲik,,,t͡ɕəwŋ͡m˨˩,,mæn,,,maˈriː.tus,ɑmuˈsin,,,ˈɡwaː,kʰɔmɔli,,ˈraːdʒɛl,ʃoʊˈhæɾ,ˈmies,,ˈmanʒɛl,tʃʼæʃ,suami,,,məˈɾit,,zawd͡ʒ,,ˈmɤʃ,,kʰɔmɔndʒi,,,ˈmezʲ,muʂ,maˈri.to,o̞t̚to̞,,ˈpoɑ̯dːɲiː,vīːɾs,,,,,irĕ,ɡi.ɹi
spit,,,,pʰurtʰχɛbä,,,,,plut͡ɕ,,,,ˈpɫuka,,,,,,kʁa.ʃe,ˈsːylkæmæ,,,ˈr̥aiːca,,,,kuʃ.ˈpiɾ,ˈkøp,,,,,,spɪt,,ˈpʎuc,,,,,,,,ˈsylitɑmɑ,,tʰwé,ˈsiʎgɨ,,,,eskuˈpiɾ,,,,ˈsylkeæ,,ˈsylːetæ,,,,,ɲo˧˩,,spøtɘ,,,ˈspu.oː,tʰəˈkʰɛl,ˈʃpʊkŋ̩,,,ntʃʼkʼväläpʰä,,,,ˈsylgie,ˈfti.nɔ,ˈplɪvnou̯t,litʼbənɛ,ludah,,,,t̪ʰuːk.nɑː,ba.sˁa.qa,,,,pʰurtʼinuä,,,ˈsylʲktɑ,plʲɪˈvatʲ,spuˈtare,t͡sɨᵝba̠,,,spʎāwt,,kusˈpiɾ,,,,tʰu pɛ.lʊa
play,iˈɡraːti,leṅ,,däkʼvrä,,,len˥˩,ˈχwaraɨ̯,ɡrat͡ɕ,,,,,,,,,,ʒwe,ˈmænkmæ,,,ˈleiːka,,ˈno̞ːɭda̠,,ʒu.ˈɣaɾ,ˈjaːt͡sːik,,,,,,pleɪ,,ˈɦrac,maɡ.la.ˈɾoʔ,ojnɑˈmɑχ,ˈɪmʲəɾʲ,ˈspeːlə(n),,,,ˈmængimɑ,,sʰɔ̰,ˈmængɨ,,,,xuˈɡaɾ,,,ˈʒɐjsʲtʲɪ,ˈleikːiæ,,ˈmæntʃiæ,,ˈɦrɑte,kʰeln̪aː,,t͡ɕəːj˧˧,,lajə,,,ˈluː.doː,χɑˈʁɑl,ˈʃpiːlən,,,gɛlätʃämu,,,,ˈkiʒɑtɑ,,ɦraːt,liʃmɛ,,,,ʒuˈɡa,kʰeːl.nɑː,,,iˈɡrajə,,mɛgämä,,ˈlobe kawəl,ˈvætæ,ɪˈɡratʲ,d͡ʒoˈkä.re,a̠so̞bɯ̟ᵝ,,,,,,,,,
wet,ˈmòːkər,,ˈmokrɨ,svɛli,,,pia̯k̚˨˩,ɡwlɨːb,ˈmɔ.krɨ,,,,,,,,,,mu.je,ˈlikːɤ,,naːs,ˈvɔːtʏr,,,,muˈʎaðu,ˈnɛdvɛʃ,,,,,,wɛt,,ˈmokriː,,,fʲlʲʊx,nɑt,t͡ɕʰiːɡ,,,ˈmærg,,sò,ˈkɑʒːi,,,,moˈxado,,ud,,ˈmærkæ,,ˈmærtʃæ,voːt,,ɡiːlaː,,ʔɨət̚˧˦,,vɔːd,,,ˈuː.dus,tʰɑt͡sʰ,nas,,,ʃu,,,xiːs,ˈmærgæ,,ˈmokriː,məʒir,basah,,,ˈmɔʎ,ɡiːlaː,,,,,ʃɔliri,,lund̪,ˈmærg,ˈmokrɨj,baɲˈɲato,nɯ̟ᵝɾe̞ɾɯ̟ᵝ,,,slapʲʃ,flux,,,,jɪ̞ˈwɪ̞ʃ,ti.ta
blood,ˈkríː,jʰām,,sisχli,nettuɾ,,lɯa̯t̚˥˩,ˈɡwaːi̯d,krɛf,blut,po:kʰə,nettarə,kr̩f,plɔuːw,nettir,,,ˈkɑn,sɑ̃,ˈveri,blʊt,blut,plouːð,nettuɾ,pʰi,*kʰrak,ˈsɐ̃.ɡɨ,ˈveːr,,ditaɾ,ɟ͡ʝak,íːɡaːzí,,blʌd,ɐ́.s̪r̩d͡ʑ,ˈkr̩w,,ɡɑn,fˠɪlʲ,blut,t͡sʰʊs,tʃo:ɾə,nəttəɾə,ˈʋeri,ɾakta,θwé,ˈve̞r,maˈɡa.zi,,kʰe:ns,ˈsanɡɾe,nettiɾ,ˈsɨn.d͡ʒe,krɒ͜úˑjæs,ˈʋeri,lɯːt˧,ˈveri,,ˈkrɔu̯,,ɾattam,maw˧˦,ne:tuɾu,bloːd,bluː,rattə,ˈsan.ɡʷis,ɑɾˈjun,bluːt,,ˈɡwaːt,ditsχiri,folʲ,dɛmː,xuːn,ˈveri,ˈema,krɛv,zisχ,darah,ɾaktamu,tʃo:ɾe,ˈsaŋk,kʰuːn,,ɾektam,krɤf,nettuɾ,zisχiri,xun,,ˈtʃɑk,krofʲ,ˈsan.ɡwe,,bluə̯t,ˈvarra,asinis,,,ɾasadu,netir,qɑn,
push,,ruñ,,mitsʼɛvä,,,dan˧,,pxat͡ɕ,,,,,,,,,itmec,pu.se,ˈtːoukːɑmɑ,,,ˈr̥ɪnta,,miɭda̠,,ẽ.pu.ˈʁaɾ,ˈtol,,,,,,pʊʃ,,ˈtɫat͡ʃic,,,,ˈdyu̯ə(n),tuɮxəx,,,ˈtɤukɑmɑ,,tʊ́ɴ,ˈlikːɨ,,,,empuˈxaɾ,,,,ˈtyøntæː,,ˈtɤukːɑː,²ɧʉːta,,,,so˧˧,,skɔbɘ,,,ˈpel.loː,həˈɾɛl,ˈdʁʏkŋ̩,doroŋ,,mɛkʼäntʃʼinu,,,,ˈtungie,,ˈtlat͡ʃɪt,likʰχɛ,to.laʔ,,,əmˈpə.ɲə,d̪ʱə.keːl.nɑː,,,,,ɛkʼɔkʼinä,,,ˈtunktɑ,tɐlˈkatʲ,ˈspindʒere,,ˈtrjoːə,,,,,,,,
fog,məˈɡlá,ʾ˘b̥d,,nisli,,,mɔːk̚˨˩,,mɡwa,,,,ˈmaɡla,ˈtʰoːʰka,,,,,bʁu.jaʁ,ˈuntsːɤʔ,,ˈnivəl,ˈθɔːka,,a̠nɡe̞,*zmuk.pa,nɨ.ˈvwɐj.ɾu,ˈkød,,,ˈmjɛɡuɫ,ínkuːnɡú,ˈnɛβlo,fɒɡ,,ˈɦmɫa,,,coː,mɪst,manəŋ,,,ˈudu,,mjù,ˈud̪,ˈᵑkʰú.ᵑɡu,,,,,ˈt͡ʃe̯a.t͡sə,ˈruːkɐs,ˈsumu,,ˈutu,,,,,sɨəŋ˧˧ mu˨˩,,tɔːɡə,,,kaːˈliː.ɡoː,mɑrɑˈχuʁ,ˈneːbl̩,,,mpʼulä,kʲeː,,mæh,ˈudu,,mɫ̩ɦa,bintʼw,kabos,,,ˈbɔj.ɾə,,dˁa.baːb,,məˈɡɫa,,nirsi,,,ˈsumeg,tʊˈman,ˈnebbja,,,,,,ˈnɛβo̯a̝,,,tʊ̞ˈmɑn,
smooth,,,ˈɣɫatkʲi,pʼriälä,,,ria̯p̚˥˩,,ˈɡwat.kʲi,,,,,,,,,,lis,ˈsːilːe,,ɡlaːt,ˈstljɛhtʏr,,me̞k͈ɯɾʌ̹p̚t͈a̠,,ˈli.zu,ˈʃimɒ,,,,,,smuːð,,,,,kiːnʲ,ɣlɑt,,,,ˈsile,,t͡ɕʰɔ́,ˈt̪ɑzzi,,,,ˈliso,,ˈne.ted,,ˈtɑsɑinen,,ˈlɑkːɑ,,,,,faŋ˧˩,,,,,ˈɡla.ber,hɑɾtʰ,ɡlat,,,pʰrändɛri,,,,ˈtɑzɑine,,ˈɦlatkiː,mərkʼənɛ,,,,,t͡ʃɪk.nɑː,naː.ʕim,,,,värkʼälä,,,ˈtɑzo,ˈɡlatkʲɪj,ˈliʃʃo,,,,,miːn,,,,,
dirty,uˈmáːzan,k̥rk̥ʰvk´,ˈbrudnɨ,tʃʼutʃʼqʼiäni,,,sok̚˨˩.ka˨˩.prok̚˨˩,,ˈbrud.nɨ,,,,,,,,,,sal,ˈmusːtːɤnuʔ,,,ˈouːr̥eitn,,ˈtɘːɾʌ̹p̚t͈a̠,,ˈsu.ʒu,ˈpiskoʃ,,,,,,ˈdɜːti,,,,t͡ʃirkˈli,sˠəˈl̪ˠax,vœy̯l,,,,ˈmust,,ɲɪʔ,ˈmustɑː,,,,ˈsuθjo,,murˈdar,,ˈlikɑinen,,ˈmusːɑ,,,ɡə̃nd̪ə,,ʔɓən˧˩,,beskit,²ʃɪtːn̩,,ˈsor.di.dus,kɛχˈtɔt,ˈʃmʊt͡sɪç,,,lɛbɔni,,,kʲæˈsiːf,ˈligɑhine,,ˈʃpɪnaviː,lətsʼid,koto(r),,,ˈbɾut,ɡən.d̪ɑː,,,,,tsʼindämi,,sxɑ,ˈredukɑz,ˈɡrʲaznɨj,ˈspɔrko,kʲita̠na̠i,,,nɛtīːɾs,,,,,,lɛ.tɛ.ɹa
fat,,k̥ʰlāñ´,,tsχimi,bʰu:mi,,kʰaj˩˩˦.man˧,ˈbrastɛr,twuʂt͡ʂ,,koɻəppə,tʃeɾabi,,ˈfiːtɪ,,,tʃorbi,ˈj‿a,ɡʁɛs,ˈrɑsːɤv,,,ˈfɪːta,koɾondʒ,t͡ɕiba̠ŋ,,ɡoɹ.ˈdu.ɾa,ˈʒiːr,,tʃaɾpi:,,ámafûːtʰa,,fæt,,tuk,,,sˠail̠ʲ,vɛt,oːx,tʃeɾabi,tanniʋi,ˈrɑsʋ,kobbu,ʔəsʰì,ˈrɑzɑː,,,neʈa,ˈɡɾasa,me:n,,rʲɪəbɐˈlɐɪ̯ˑ,ˈrɑsʋɑ,,ˈrɑzvɑ,fɛt,,tʃərbiː,koɻuppə,məː˦ˀ˥,koɭupu,fet,,koɭəppə,ˈa.deps,t͡ʃɑɾp,fɛt,,,jäʁi,,,tʃærbiː,ˈrɑzvɑ,ˈli.pos,,mətʃχim,,koʋʋu (noun),tʃiɾabi,,,,koɻuppə,,kodoʋo:s,gägäbi,,,ˈrɑzv,ʐɨr,ˈɡras.so,ɕibo̞ː,,,,,,nedʒdʒa,koṛukuḍ,,
bone,ˈkóːst,c̥ʰʾẏṅ,kosʲt͡sʲ,dzväli,bokka,,kra˨˩.duːk̚˨˩,,kɔɕt͡ɕ,,elf,ellə,,bain,,,,ceˈmic,ɔs,ˈluː,,ʃɑŋk,ˈpeiːn,bokka,,,ˈo.su,ˈt͡ʃont,ˈʕɛsˀɛm,aɖɖə,,îːtʰâːmbo,ˈɔs,boʊn,ɐ́s̪.t̪ʰi,ˈkɔsc,,syˈmyk,knɑːvʲ,beːn,,mu:ɭe,jaləʋə,ˈluː,jelubu,ʔəjó,ˈluː,ˈfú.pa,,kʰotʃol,ˈweso,tukud,os,ˈkä̂ˑʊ̯ɫɐs̪,ˈluː,,ˈluː,ˈbeːn,,,elumbə,sɨəŋ˧˧,jeluʋə,knɔɡlə,bæɪn,ilə,oːs,vɔsˈkɔɾ,ˈknɔχn,,ˈas.kɔrn,qʼvili,kreːw,ˈaˁːdmɐ,ostoxɒn,ˈluː,o̞ˈsto̞,kost,dʒidʒw,tulaŋ,jemuka,mu:ɭe,ˈɔs,ɦəɖ.ɖiː,ʕaðˁm,ellə,kɔst,bu:la:,dzväli,ustuxɔːn,,ˈlu,kosʲtʲ,ˈɔsso,pone,,ˈtaːkːtiː,,,ˈɔso̝,o:tʃuldi:,būla,hʏ̞.ˈjæk,
snake,ˈkàːtʃa,bs´,zʲmʲaˈja,gvɛli,,,ŋuː˧,nei̯dr,vɔŋʂ,slɑŋ,,,,,,jilɑn,ʃɑp,jɯ.ˈɫɑn,sɛʁ.pɑ̃,ˈhusː,ʃlaŋ(ɡ),ʃlaːŋ,ˈstnauːkʏr,,pe̞ːm,*zbrul,ˈkɔ.bɾa,ˈkiːɟoː,naˈχaʃ,,ˈɟ͡ʝaɾpəɹ,íɲôːɠa,,ˈsneɪk,s̪ɐɽ.pɐ́,ˈɦat,,,ˈn̪ˠæhəɾʲ,slɑŋ,mɔɢɔi,,,ˈmɑdu,,mwè,ˈuːʃkɑ,ˈⁿd͡ʒó.ka,ŋuː˦˥,,serˈpjente,,ˈʃarpe,ɡʲiːˈʋaːtʲeː,ˈkæːrme,ŋɯ˧˩,ˈmɑto,ˈʊrm,,sãp,,zan˧˦,,,,,ˈan.ɡʷis,ɔt͡sʰ,ˈʃlaŋə,,ˈnaɛr,tsʼitsʼilä,,,mɒːɾ,ˈkiærmis,ˈfiði,ɦat,hwidʒ,ula(r),,,ˈseɾp,sɑ̃ːp,θuʕ.baːn,,zmiˈja,,gvɛri,mɔːr,,ˈgɑd,zmʲɪˈja,serˈpɛn.te,pemi,,ˈkea̯rpmaʃ,tʃūska,,ˈsɛɾpe̝,,,jɯ̞.ˈɫɑn,xap
suck,,jp´,smaktat͡sʲ,tsʼɔvä,,ˈmeːʒiːn,duːt̚˨˩,,ssat͡ɕ,,,,ˈt͡sit͡sa,,,,tʃoʃɑ,ɛˈmːɛc,sy.se,ˈnutsːimɑ,,,ˈsjuːa,,p͈a̠ɭda̠,,,ˈsopik,,,θiθ,,,sʌk,,,,,sˠuːɟ,ˈzœy̯.ɣə(n),xɵxəx,,,ˈimemɑ,,soʊʔ,ˈimːɨ,,,,t͡ʃuˈpaɾ,,ˈsu.d͡ʒe,ˈtʲʃʲʊlʲpʲtʲɪ,ˈimeæ,,ˈimiæ,,,,,ʔɓu˧˦,,,,,ˈsuː.ɡoː,t͡səˈt͡sɛl,ˈzaʊ̯ɡən,,,ɔtsʼu,,,mækʲiːˈdæn,ˈimie,,,litʃigw,hisap,,,ʃuˈkla,,masˁ.sˁa,,,,tsʼuälä,mækidæn,,ˈimedɑ,sɐˈsatʲ,,,,,sùːkt,ˈtʲo.al,t͡ʃuˈt͡ʃaɾ,,,,
ash,pɛˈpéːw,kṃñm,ˈpopʲeɫ,pʰɛrpʰli,buggi,ˈxwɛliː,tʰaw˥˩,ˈɬɨ̞dʊ,ˈpɔ.pʲuw,,pu:di,tʃu:nja,,ˈœska,,,,ˈcʏl,sɑ̃dʁ,ˈtːuhkː,,æʃ,ˈaska,ni:ɾ,t͡ɕe̞,*ɡo.tʰal,,ˈhɒmu,,his,,uḿ̩loːtʰa,,ˈæʃ,,ˈpɔpɔɫ,,,l̪ˠuə,ɑs,uns,bu:di,pi:di,ˈtuhk,bu:di,pjà,ˈt̪uːgɨ,t͡ʃiˈpa.ɽa,,tʃind,θeˈniθa,niɖ,,,ˈtuhkɑ,,ˈtuhkɑ,,ˈpɔpʲil,rakʰ,sa:mbal,t͡ɕɔ˧˧,po:du atukə,,,kolabu:di,ˈki.nis,moˈχiɾ,ˈaʃə,abu,ˈlyːdy,nɔmtʃkʰä,,,xɒːkʲesˈt̪ʰæɾ,ˈtuhkɑ,,ˈpopɛl,kʰæm,abu,bu:ɖida,bu:di,,rakʰ,ra.maːd,tʃa:mbal,ˈpɛpɛl,bu:ɖida,nätʃʼvi,,,ˈtuhk,ˈpʲepʲɪl,,,ˈjɪskə,,,,,bʰumi,nīd,ˈkʏ̞l,saɪ
not,ˈnɛ́,,nʲe,är,ka:du,,maj˥˩,dɪm,ɲɛ,ni,a:ɖudi,a:tu,,ˈɪʰtʃːɪ,,,,dejil,nə,ˈei,nit,,ˈɛhcɪ,helle,a̠n,,nɐ̃w̃,ˈnɛm,lo,a:xa,nʊk,,,nɒt,,,,dejil,n̠ʲiː,nit,,ille,ila,ˈei,alla,mə,ˈæb,,bɔː˧˧,mala,no,tukud,nu,,ˈei,ɓou˥,ˈeb,ˈɪnˌtɛ,ˈnɛ,nəɦĩː,ille,xəwŋ͡m˧˧,illa,ekə,²ɪçːə,kulle,noːn,t͡ʃʰ,nɪçt,,,vär,,,næ,ˈei,ðe̞,nɛ,dɛmɛ,tidaʔ,le:du,ille,ˈno,nə.ɦĩː,laː,illa,nɛ,ille,vär,,,ˈei,nʲɪ,non,,ˈnɛt,,,,ˈnʊŋ,mala:,tūk,ˈtʏ.ɡɪ̞l,nɔ.ɦɔɛ
sea,ˈmóːrjɛ,smud̥r,,zʁvä,,,tʰa˦˥.leː˧,moːr,ˈmɔ.ʐɛ,,,,,hɛaːv,,,,,mɛʁ,ˈmeri,,miːə̯,haːv,,pa̠da̠,,maɾ,ˈtɛŋɡɛr,,,dɛt,ûːlwâːnɮe,,siː,s̪ɐ.mud̪.ɽɐ́,ˈmɔrɛ,,dæˈniz,,zeː,taɮai,,,ˈmeri,,pɪ̀ɴlɛ̀,ˈme̞r,,,,ˈmaɾ,,ˈma.re,ˈjuːrɐ,ˈmeri,haːi˥,ˈmeri,ɧøː,,,,ʔɓiən˧˩,,hav,hɑːʋ,,ˈma.re,t͡sɔv,meːɐ̯,,ˈmoːʁ,zuʁä,,ˈbaːħɐr,dæɾˈjɒː,ˈmeri,ˈθalasa,mor̝ɛ,dzuʁwä,laot,,,ˈmar,,baħr,,moˈrɛ,,zʁvä,bæhr,,ˈmeri,ˈmorʲe,ˈmaːre,⟨umi1⟩,seː,,jūːɾa,,,,,dʲiŋˈɡɪ̞ð,xaɡɔɹ
forest,ˈɡɔ́st,b̥rai,lʲes,tʼqʼɛ,,,paː˨˩,ˈkɔɨ̯dwɪɡ,las,bɔs,,,ˈʃuma,,,,,,fɔ.ʁɛ,ˈmɤtːsː,,beʃ,ˈskouːʏr,,sʰup̚,*ɕiŋ.naks,floˈɾɛs.ta,ˈɛrdøː,ˈja(ʕ)aʁ,,pyɫ,îːɬâːtʰi,,ˈfɒɹɪst,ʋɐ́.n̪ɐ,ˈlɛs,,,kiːlʲ,ʋɑu̯t,,,,ˈmets,,tɔ́,ˈmɨt̪sɑː,,,,ˈboske,,pə.ˈdu.ɾe,ˈmɪʂ.kɐs,ˈmetsæ,ɗoŋ˨˦ fai˦˨,ˈmetsːæ,skuːɡ,,,,zɨŋ˨˩,,,,,ˈsil.wa,ɑnˈtɑr,valt,hu.tan,ˈkwɑːt,gɛrmä,kiːlʲ,,beːˈʃæ,ˈmetʃːɑ,ˈðasɔs,lɛs,tsχɛkʼ,hutan,,,ˈbɔsk,,ɣaː.ba,,ɡoˈra,,tʼqʼä,beʃæ,d͡zəŋɡəl,ˈmets,lʲes,,mo̞ɾʲi,,,,ˈkʰɤʎə,ˈbɔske,,,urˈmɑn,ɦa.bi
mountain,ɡɔ̀ːra,b̥ʰnṃ,,mtʰä,danɖime:ʈ,ˈt͡ʃiːjɑː,pʰuː˧,ˈmənɨ̞ð,ˈɡu.ra,,tiʈʈə,da:ɾi,,fjatl,,tɑʁ,pɔrbɔt,dɑː,mɔ̃.taɲ,ˈmæki,,biə̯χ,fjatl,meʈʈa,sʰa̠n,*ri,mõ.ˈtɐ.ɲɐ,ˈhɛɟ,haʁ,maʃ,mal,íntaːɓa,,ˈmaʊntɪn,pɐ́ɽ.ʋɐ.t̪ɐ,ˈɦɔra,,,ʃlʲiəvˠ,bɛrx,ʊːɮ,kundə,bəʈʈə,ˈmægi,beʈʈa,tàʊɴ,ˈmæg,ˈpʰi.ɽi,pʰu᷄ː,paɾta,monˈtaɲa,kappe,ˈmuntɛ,ˈka͡l.nɐs,ˈʋuori,pʲa˨˦,ˈmætʃi,bɛrj,ɦɔˈrɑ,pəhɑːɽ,malai,nuj˧˦,ʋe:ʈume,bjɛrv,fjɛlː,male,mons,lɛr,bɛrk,,,gɔlä,slʲuː,,kuːh,ˈmægi,ˈo̞ro̞s,ˈɦora,läχw,ɡunoŋ,konɖa,kundə,,pə.ɦɑːɽ,d͡ʒa.bal,mala,pləniˈna,gubal,gɔlä,,ɣar,ˈmægi,ɡɐˈra,monˈtaɲɲa,ja̠ma̠,bɛrx,ˈvaːrriː,kâlns,,monˈtaɲa̝,be:ɖo paha:ɖi,tūk,tɑw,
fire,ɔ̀ːɡənʲ,b̥ʰloeṅ,aˈɣonʲ,tsɛtsχli,kiss,,faj˧,taːn,ˈɔ.ɡʲɛɲ,fyːr,ti:ttə,tuʋu,,,dankeɾe,,,ɑ̟ˈt̪ɛʃ,fø,ˈtːuli,,ˈfai̯(e)ʀ,ˈɛltʏr,taɖmi,puɭ,*me,ˈfo.ɣu,ˈtyːz,,xa:xaɾ,zjaɾm,uḿ̩liːlo,,ˈfaɪ.ə(ɹ),ɐɡ.n̪í,ˈɔɦɛɲ,,,ˈtʲɪnʲə,vyr,ɢaɮ,titta,tissə,ˈtuli,benki,mí,ˈt̪uʎ,ˈmó.to,fai˦˥,tʃitʃtʃ,ˈfweɡo,tukud,fok,ʊɡˈnʲɪs,ˈtuli,fei˧˩,ˈtuːli,ˈɛld,wɔˈɦɔnʲ,,neruppu,lɨə˧˩,nippu,il,ɛld,kitʃtʃə,ˈiɡ.nis,kəˈɾɑk,ˈfɔʏər,a.pi,ˈtɑ̃ːn,dätʃχuri,,,,ˈtuli,foˈtça,ˈoɦɛɲ,lɛmɛsg,api,nippu,ti:,ˈfɔk,ɑːɡ,naːr,te:,ˈɔɡən,kis,dätʃχiri,,or,ˈlæmoi,ɐˈɡonʲ,ˈfwɔko,⟨hi2⟩,fjuə̯r,ˈtolla,uɡuns,ˈtʰʲenə,ˈlu.mɪ,tʃitʃadu,kic,ut,zui
black,ˈtʃə̀rn,k̥ʰmau,ˈt͡ʂornɨ,ʃävi,ɖa:ɾiate,,dam˧,dɨː,ˈt͡ʂar.nɨ,,kappə,kappu,,ˈsvaɻ̥ʈʊɹ,kadia,,,kɑˈɾɑ,nwaʁ,ˈmusːtː,,,ˈsvar̥tʏr,kaɾə,ˈkɘːmda̠,*nak.po,ˈne.ɡɾu,ˈfɛkɛtɛ,,ma:on,zi,,,blæk,kŕ̩ʂ.ɳɐ,ˈt͡ʃi̯er.ni,ɪˈtim,ɡɑˈrɑ,d̪ˠʊvˠ,zʋɑrt,χar̊,kaɾtadə,kaɾtənu ipədə,ˈmust,kappu,nɛʔ,ˈmust̪ɑː,,dam˩˨,mokʰaɾo,ˈneɡɾo,tukud,ˈne.ɡru,ˈjûə.dɐs,ˈmustɑ,ɗam˨˦,ˈmusːɑ,svart,ˈt͡ʃɔrnei̯,kaːlaː,kaɾəppə,ʔɗɛn˧˧,kaɾuppə,soɐ̯d̥,,kappə,ˈni.ɡer,sɛv,ʃvarts,,ˈdyː,utʃä,,ˈɪswɛt,sijɒːh,ˈmustɑ,ˈmavros,ˈt͡ʃɛrniː,mɛʃχɛ,hitam,nalupu,kaɾtaji,ˈnə.ɡɾə,kaːlaː,ʔas.wad,kaɾuppə,,ka:ʈe,utʃä,,t̪or,ˈmust,ˈt͡ɕɵrnɨj,ˈne.ro,,,ˈt͡ʃaːhːpes,mǣlns,t̪ʊv,ˈneɣɾʊ,maɖhaɾo,tūk,qɑˈrɑ,kola
sharp,ˈòːstər,mut,ˈvostrɨ,bäsri,,,kʰom˧,,ˈɔ.strɨ,,,,,ˈkvasːʊr,,,,,a.fi.le,ˈtːerːæv,,,xʷasː,,,,a.fi.ˈa.du,ˈeːlɛʃ,,,,,,ʃɑːp,,,,,ɟeːɾˠ,sxɛrp,,,,ˈterɑʋ,,t͡ɕʰʊ̀ɴ,ˈvɑimi,,,,aˈɡudo,,as.kuˈt͡sit,ɐʃt̪ˈrʊs̪,ˈteræʋæ,,ˈterævæ,,,,,sak̚˧˦,,,,,ˈaː.ker,suɾ,ʃarf,,,mtʃʼkʼirulä,,,teːz,ˈterævæ,kofteˈros,ˈostriː,bæsr,,,,əz.moˈlat,,ħaːdd,,osˈtɤr,,kʼväntʰiri,,,ˈterɑv,ˈostrɨj,affiˈlato,,,,as,,,,,ʏtˈkɪ̞r,
